"ID","Handle","Command","Title","Body HTML","Created At","Updated At","Published","Published At","Template Suffix","Metafield: title_tag [string]","Metafield: description_tag [string]","Metafield: cql.rx_microsite [boolean]","Metafield: cql.faq_group [metaobject_reference]","Metafield: cql.featured_image [file_reference]","Metafield: custom.ugc_gallery [metaobject_reference]","Metafield: custom.feature_diagram [metaobject_reference]","Metafield: cql.excerpt [single_line_text_field]","Metafield: seo.hidden [number_integer]","Metafield: custom.password [single_line_text_field]","Metafield: page-metadata.creator [single_line_text_field]"
"95306940599","contact","MERGE","Contact Us","<h2>Got Questions?</h2>
<p>You can also find answers to many common questions on our <a href=""https://www.superfeet.com/pages/faqs"">FAQ</a>. If you don't find what you're looking for select and submit one of the forms below and we'll make sure your question gets to the right person.</p>

<p><a href=""https://www.cognitoforms.com/SuperfeetWorldwideLLC/UsAskAQuestionOrGetARecommendation"" target=""_blank""><button style=""background: #000; color: #fff;"" class=""button button-primary"">Ask a Question or Get a Recommendation </button></a></p>
<p><a href=""https://www.cognitoforms.com/superfeetworldwidellc/usapplytobearetailpartner"" target=""_blank""><button style=""background: #000; color: #fff;"" class=""button button-primary"">Apply to be a Superfeet Retail Partner </button></a></p>

<h3>SUPERFEET.COM CUSTOMERS – TRY AUTOMATED RETURNS, USING CHAT</h3>
<p>If you purchased from Superfeet, the Chatbot can help you with automated returns with only two pieces of information. It couldn’t be easier! Just click the chat icon at the bottom right corner and ask to make a return. Then select “Return Inquiry’ when prompted. You will need the email address used to place the order and the 9-digit order number. If you purchased from a retail store or online please fill out the form below to expedite your return inquiry.</p>
<p><a href=""https://www.cognitoforms.com/SuperfeetWorldwideLLC/UsReturnForm"" target=""_blank""><button style=""background: #000; color: #fff;"" class=""button button-primary"">Make a Return</button></a></p>
<p><a href=""https://www.cognitoforms.com/SuperfeetWorldwideLLC/UsexchangeForm"" target=""_blank""><button style=""background: #000; color: #fff;"" class=""button button-primary"">Make an Exchange</button></a></p>

","2024-03-21 08:16:46 -0400","2025-09-19 16:52:22 -0400","true","2024-03-21 08:16:46 -0400","","Contact Us","Contact the footcare experts at Superfeet today for more information on our insoles, supports, and personalized footcare products. Shop Superfeet today!","","","","","","","","",""
"97463894199","book-a-demo","MERGE","Book a Demo","<div><iframe style=""border: 0;"" src=""https://outlook.office365.com/owa/calendar/SuperfeetRxDemo@superfeet.com/bookings/s/GaNWaDWrVkmKEXjLOr-qEw2"" width=""100%"" height=""2275px"" scrolling=""no""><span data-mce-type=""bookmark"" style=""display: inline-block; width: 0px; overflow: hidden; line-height: 0;"" class=""mce_SELRES_start"">﻿</span></iframe></div>
Mobile: 
<div><iframe style=""border: 0;"" src=""https://outlook.office365.com/owa/calendar/SuperfeetRxDemo@superfeet.com/bookings/s/GaNWaDWrVkmKEXjLOr-qEw2"" width=""100%"" height=""2800px"" scrolling=""no""><span data-mce-type=""bookmark"" style=""display: inline-block; width: 0px; overflow: hidden; line-height: 0;"" class=""mce_SELRES_start"">﻿</span></iframe></div>","2024-07-03 13:45:32 -0400","2024-10-14 11:02:15 -0400","true","2024-07-03 13:45:32 -0400","","Book a Demo with Superfeet","Book an in-office demonstration of Superfeet's custom insoles and supports for your business or practice. Contact Superfeet today to learn more!","","","","","","","","",""
"97415266487","styleguide","MERGE","Styleguide (unpublish before launch)","","2024-07-01 14:10:15 -0400","2024-10-17 09:14:44 -0400","false","","styleguide","","","","","","","","","","",""
"97035354295","store-locator","MERGE","Store Locator","<br>
<div data-storerocket-id=""wzpAya6pdD"" data-storerocket-env=""p"" style=""width: 100%; min-height:500px;"" id=""storerocket-widget"">
<p style=""text-align: center; font-size: 13px; padding: 10px;"">Store locator is loading from StoreRocket <a style=""font-size: 13px;"" href=""https://storerocket.io"" target=""_blank"">Store Locator App</a>..</p>
</div>
<script>(function(){var a=document.createElement('script');a.type='text/javascript';a.async=!0;a.src='https://cdn.storerocket.io/js/widget.js';var b=document.getElementsByTagName('script')[0];b.parentNode.insertBefore(a,b);}());</script>","2024-06-12 13:17:46 -0400","2025-06-09 10:37:12 -0400","true","2024-06-12 13:17:46 -0400","","Store Locator","Find your local Superfeet dealer today for the best insoles, athletic supports, and custom foot care products possible. Shop Superfeet today!","","","67bbcf5a9dff719eb0c3cb30bd5dd278.jpg","","","","","",""
"97751531703","insole-finder-old","MERGE","Insole Finder - OLD","<div class=""insoles-finder-embedded page-width"">
</div>

<script>
(function(c,a,r,t,f,u,l){c[u]=c[u]||function(){(c[u].q=c[u].q||[]).push(arguments)},l=a.createElement(r),l.async=1,l.id=u+""scr"",l.src=f,a[t].appendChild(l)})(window,document,""script"",""body"",""//embed.cartfulsolutions.com/superfeet-insoles/recommendation.min.js"",""cfl630"");
</script>","2024-07-17 14:45:58 -0400","2025-05-06 16:24:14 -0400","false","","","Insole Fit Finder - Find Your Perfect Insole","Try out the custom insole finder from Superfeet today to pick out the perfect pair of supports for your unique feet. Shop Superfeet now!","","","","","","","","",""
"97856127159","size-chart","MERGE","Size Chart","<style>
  /* ===== Superfeet Size Chart (scoped) ===== */
  .sf-size-chart {
    --sf-radius: 0px;
    --sf-border: #e5e7eb;           /* light gray border */
    --sf-text: #111827;             /* near-black text */
    --sf-muted: #6b7280;            /* slate */
    --sf-bg: #ffffff;
    --sf-sticky-bg: #ffffff;
    --sf-shadow: 0 1px 2px rgba(0,0,0,.04), 0 8px 24px rgba(0,0,0,.06);
    color: var(--sf-text);
  }

  .sf-size-chart h2 {
    margin: 0 0 .25rem;
    font-size: clamp(1.25rem, 1rem + 1vw, 1.75rem);
    line-height: 1.2;
    letter-spacing: .02em;
    text-transform: uppercase;
  }

  .sf-size-chart .sf-note {
    margin: 0 0 .75rem;
    color: var(--sf-muted);
    font-size: .95rem;
  }

  .sf-size-chart .sf-table-wrap {
    background: var(--sf-bg);
    border: 1px solid var(--sf-border);
    border-radius: var(--sf-radius);
    box-shadow: var(--sf-shadow);
    overflow: hidden;
  }

  /* Scroll container (for mobile) */
  .sf-size-chart .sf-scroll {
    overflow-x: auto;
    -webkit-overflow-scrolling: touch;
    scrollbar-gutter: stable both-edges;
  }

  /* Optional scroll shadows for UX */
  .sf-size-chart .sf-scroll {
    background:
      linear-gradient(to right, rgba(0,0,0,.06), rgba(0,0,0,0)) left/16px 100% no-repeat,
      linear-gradient(to left, rgba(0,0,0,.06), rgba(0,0,0,0)) right/16px 100% no-repeat;
    background-attachment: local, local;
  }

  .sf-size-chart table {
    width: 100%;
    min-width: 980px; /* ensures columns stay readable; enables horizontal scroll on small screens */
    border-collapse: separate;
    border-spacing: 0;
    font-variant-numeric: tabular-nums;
  }

/* First column: header + row labels (sticky, centered, wrapping allowed) */
.sf-size-chart thead th:first-child,
.sf-size-chart tbody th[scope=""row""] {
  position: sticky;
  left: 0;
  z-index: 3;
  background: var(--sf-sticky-bg);
  text-transform: uppercase;
  letter-spacing: .06em;
  text-align: center;      /* center text like original source */
  padding: .875rem 1rem;   /* keep comfortable spacing */
  white-space: normal;     /* allow wrapping if needed */
  min-width: 9.5rem;       /* ensures room for “Superfeet Size” */
}

  .sf-size-chart th,
  .sf-size-chart td {
    padding: .875rem .75rem;
    text-align: center;
    white-space: nowrap;
    border-right: 1px solid var(--sf-border);
    border-bottom: 1px solid var(--sf-border);
  }
  .sf-size-chart th:last-child,
  .sf-size-chart td:last-child { border-right: 0; }

  /* First column: row headers (sticky) */
  .sf-size-chart tbody th[scope=""row""] {
    position: sticky;
    left: 0;
    z-index: 1;
    text-transform: uppercase;
    letter-spacing: .06em;
    text-align: center;
    background: var(--sf-sticky-bg);
    white-space: normal;
    min-width: 9.5rem;
  }

  /* Zebra rows for readability */
  .sf-size-chart tbody tr:nth-child(odd) td { background: #fafafa; }
  .sf-size-chart tbody tr:nth-child(odd) th[scope=""row""] { background: #fafafa; }

  /* Tighten spacing on very small screens */
  @media (max-width: 420px) {
    .sf-size-chart th, .sf-size-chart td { padding: .75rem .5rem; font-size: .95rem; }
    .sf-size-chart tbody th[scope=""row""] { min-width: 8.5rem; }
    .sf-size-chart table {min-width:420px;}
  }

  @media (max-width: 360px) {
  .sf-size-chart thead th:first-child,
  .sf-size-chart tbody th[scope=""row""] {
    white-space: normal;   /* allow wrap below 360px */
  }
}
  /* Respect dark themes if your shop uses prefers-color-scheme */
  /*@media (prefers-color-scheme: dark) {
    .sf-size-chart {
      --sf-border: #2b2f36;
      --sf-text: #e5e7eb;
      --sf-muted: #a1a1aa;
      --sf-bg: #0b0c10;
      --sf-sticky-bg: #0b0c10;
      --sf-shadow: none;
    }
    .sf-size-chart tbody tr:nth-child(odd) td,
    .sf-size-chart tbody tr:nth-child(odd) th[scope=""row""] { background: #0f1116; }
  }*/

  /* Screen-reader only helper */
  .sf-size-chart .sr-only {
    position: absolute !important;
    height: 1px; width: 1px; overflow: hidden;
    clip: rect(1px, 1px, 1px, 1px); white-space: nowrap;
  }
</style>
<div aria-labelledby=""sf-size-chart-title"" role=""region"" class=""sf-size-chart"">
<p class=""sf-note"">Our insoles are trim-to-fit, so if you are between sizes or unsure, we recommend sizing half a size up.</p>
<div class=""sf-table-wrap"">
<div aria-label=""Scrollable size chart"" class=""sf-scroll"" tabindex=""0"">
<table aria-describedby=""sf-size-chart-title"">
<caption class=""sr-only"">Superfeet insole size chart by letter size (J–H) with US Men’s, Women’s, Youth, Skates, UK, and Euro conversions.</caption>
<thead>
<tr>
<th style=""text-align: center;"" scope=""col"">Superfeet Size</th>
<th scope=""col"">J</th>
<th scope=""col"">A</th>
<th scope=""col"">B</th>
<th scope=""col"">C</th>
<th scope=""col"">D</th>
<th scope=""col"">E</th>
<th scope=""col"">F</th>
<th scope=""col"">G</th>
<th scope=""col"">H</th>
</tr>
</thead>
<tbody>
<tr>
<th scope=""row"">Men’s</th>
<td></td>
<td></td>
<td></td>
<td>5.5 – 7</td>
<td>7.5 – 9</td>
<td>9.5 – 11</td>
<td>11.5 – 13</td>
<td>13.5 – 15</td>
<td>15.5 – 17</td>
</tr>
<tr>
<th scope=""row"">Women’s</th>
<td></td>
<td></td>
<td>4.5 – 6</td>
<td>6.5 – 8</td>
<td>8.5 – 10</td>
<td>10.5 – 12</td>
<td></td>
<td></td>
<td></td>
</tr>
<tr>
<th scope=""row"">Youth</th>
<td>
<meta charset=""utf-8"">11.5 – 13</td>
<td>
<meta charset=""utf-8"">13.5 – 2</td>
<td>
<meta charset=""utf-8"">2.5 – 4</td>
<td>
<meta charset=""utf-8"">
<span data-teams=""true"">4.5 - 6</span>
</td>
<td></td>
<td></td>
<td></td>
<td></td>
<td></td>
</tr>
<tr>
<th scope=""row"">Skates</th>
<td>Y 12 – 13</td>
<td>Jr 1 – 2</td>
<td>Jr 3 – 4</td>
<td>5 – 6</td>
<td>7 – 8</td>
<td>9 – 10</td>
<td>11 – 12</td>
<td>13 – 14</td>
<td></td>
</tr>
<tr>
<th scope=""row"">UK</th>
<td>11 – 12.5</td>
<td>13 – 1.5</td>
<td>2 – 3.5</td>
<td>4 – 5.5</td>
<td>6 – 7.5</td>
<td>8 – 9.5</td>
<td>10 – 11.5</td>
<td>12 – 13.5</td>
<td>14 – 15.5</td>
</tr>
<tr>
<th scope=""row"">Euro</th>
<td>29 – 31</td>
<td>32 – 33.5</td>
<td>34 – 36</td>
<td>37 – 38.5</td>
<td>39 – 41</td>
<td>42 – 44</td>
<td>45 – 46.5</td>
<td>47 – 49</td>
<td>50 – 52</td>
</tr>
</tbody>
</table>
</div>
</div>
</div>","2024-07-22 12:22:33 -0400","2025-09-12 09:53:37 -0400","true","2024-07-22 12:22:33 -0400","","Superfeet Insole Size Chart","Find the perfect fit for your feet with Superfeet's insole & support size chart! Shop Superfeet's selection of insoles today!","","","","","","","","",""
"97633108151","healthcare-professionals","MERGE","Healthcare Professionals","","2024-07-11 14:58:48 -0400","2024-10-14 11:02:17 -0400","true","2024-07-11 14:58:48 -0400","rx-otc-orthotics","Healthcare Professionals","Learn why podiatrists, sports medicine experts, and healthcare professionals trust Superfeet insoles and supports for their patients and athletes. Shop Superfeet today!","true","","","","product_feature_groups.rx-otc-orthotics","","","",""
"98068365495","why-superfeet","MERGE","Why Superfeet","","2024-08-01 07:18:11 -0400","2025-01-03 13:58:05 -0500","true","2024-08-01 07:18:11 -0400","why-superfeet","Why Superfeet?","Learn how the Superfeet team has created the world's most reliable insoles and supports for everyone from athletes to office works. Shop Superfeet today!","","","","","","","","",""
"97918714039","faqs","MERGE","FAQs","","2024-07-25 08:18:31 -0400","2024-10-14 11:02:17 -0400","true","2024-07-25 08:18:31 -0400","faqs","FAQs","Find answers to frequently asked questions about Superfeet's selection of insoles, supports, and foot care products. Contact Superfeet today to learn more!","","faq_group.faqs","","","","","","",""
"98157002935","personalized-fit","MERGE","Personalized Fit","","2024-08-05 08:04:33 -0400","2024-10-14 11:02:18 -0400","true","2024-08-05 08:04:33 -0400","personalized-fit","Personalized Fit","Learn more about the personalized fit technology available for insoles & supports from Superfeet. Shop Superfeet today!","","","","","","","","",""
"98022359223","workplace-programs","MERGE","Work and Safety","","2024-07-30 11:33:59 -0400","2024-10-14 11:02:22 -0400","true","2024-07-30 11:33:59 -0400","work-and-safety","Workplace Programs","Superfeet insoles and supports are an excellent way to care for and protect your workforce. Contact Superfeet today to learn more.","","","","","product_feature_groups.work","","","",""
"98192982199","ai-generated-content-page-testing","MERGE","Pete Testing","<p data-mce-fragment=""1"">Hey there, fellow internet wanderer! Welcome to this quirky corner of the web where we're all about the lorem ipsum. Now, you might be wondering what on earth is ""lorem ipsum""? Well, let me enlighten you in the most entertaining way possible!</p>
<p data-mce-fragment=""1"">Picture this: you're designing a website, and you need some placeholder text to fill in the gaps. But you don't want to use boring old ""blah blah blah"" or ""lorem ipsum dolor sit amet."" No, no, no! You want something that will make people chuckle and keep them entertained while you work your magic.</p>
<p data-mce-fragment=""1"">That's where our lorem ipsum comes in! It's like the life of the party, the jester of the web design world. It's a nonsensical mishmash of Latin words that have been scrambled and rearranged to create a hilarious and completely meaningless text. It's the perfect way to add a touch of whimsy to your website while you're still in the creative process.</p>
<p data-mce-fragment=""1"">But wait, there's more! Our lorem ipsum is not just any ordinary lorem ipsum. Oh no, it's a special blend of wit and humor that will leave your visitors in stitches. We've carefully crafted each word and phrase to tickle your funny bone and keep you entertained. It's like a comedy show in text form!</p>
<p data-mce-fragment=""1"">So, whether you're a web designer in need of some laughter-inducing filler text or just a curious soul who stumbled upon this page, we invite you to embrace the joy of lorem ipsum. It's the secret ingredient that will make your website stand out from the crowd and bring a smile to everyone's face.</p>
<p data-mce-fragment=""1"">Remember, when life gives you lorem ipsum, make your website a whole lot more fun!</p>","2024-08-06 14:34:32 -0400","2024-09-12 11:22:42 -0400","false","","","","","","","67bbcf5a9dff719eb0c3cb30bd5dd278.jpg","","","","","",""
"99324330167","returns-and-exchanges","MERGE","Returns and Exchanges","<h2>WHAT DO I DO IF I WANT TO CHANGE OR CANCEL MY ORDER AFTER I HAVE PLACED IT?</h2>
<p>In the US: For the fastest service please use our Chatbot, located at the bottom right of the website to cancel your order. You only need two pieces of information:</p>
<ol>
<li>The order number, (on your Order Confirmation)</li>
<li>The email address you used to place your order</li>
</ol>
<p>If you need further assistance, please call Customer Care at 1-800-634-6618 between 6:30am-4:30pm PST, Monday-Friday or contact us via email at Customer Care at customercare@superfeet.com.</p>
<h2>WHAT SHIP METHODS ARE AVAILABLE?</h2>
<p><strong>Our current ship methods are:</strong></p>
<ul>
<li>US Priority Mail (United States Postal Service)</li>
<li>FedEx Express Ground</li>
</ul>
<h2>CAN I HAVE MY ORDER SHIPPED TO A PO BOX?</h2>
<p>Yes! However, the only carrier that will accept a PO Box delivery is the United States Postal Service. Please select US Priority Mail at checkout.</p>
<h2>WHAT IS YOUR RETURN POLICY?</h2>
<p>If you purchased from Superfeet, our Chatbot can help you with automated returns with only two pieces of information. It couldn’t be easier! Just click on the Chat icon on the bottom right corner of the website and ask to make a return. Then select “Return Inquiry” when prompted. You will need the email address you used to place your order and the order number, which you can find on your Order or Ship Confirmation. If you purchased directly from Superfeet, and cannot use the Chatbot, please contact Superfeet at 1-800-634-6618 or at customercare@superfeet.com to process your refund and/or exchange. All exchanges/refunds must occur within 60 days of your original purchase date.</p>
<p>If you purchased your insoles somewhere other than Superfeet.com please take your receipt and your insoles back to the original place of purchase for an exchange/refund. All exchanges/refunds must occur within 60 days of your original purchase date. If you need further help, please fill out the, “Make a Return” form below to expedite your inquiry.</p>
<p>If you purchased a Shaped by Superfeet™ product, like a New Balance, Trek, Bontrager or Calloway branded insole, contact your place of purchase for return instructions.</p>
<h2>IS THERE A RESTOCKING FEE OR FREIGHT CHARGE WHEN RETURNING PRODUCT?</h2>
<p>We do not charge a restocking fee. You will be responsible for the cost of mailing the insoles back to Superfeet if it is required.</p>
<p>If you purchased from a retail store or online please fill out the form below to expedite your return inquiry.</p>
<p><a href=""https://www.cognitoforms.com/SuperfeetWorldwideLLC/UsReturnForm"" target=""_blank""><button style=""background: #000; color: #fff;"" class=""button button-primary"">Make a Return</button></a></p>
<p><a href=""https://www.cognitoforms.com/SuperfeetWorldwideLLC/UsexchangeForm"" target=""_blank""><button style=""background: #000; color: #fff;"" class=""button button-primary"">Make an Exchange</button></a></p>
","2024-09-16 15:47:41 -0400","2025-09-19 16:37:49 -0400","true","2024-09-16 15:47:41 -0400","","Returns and Exchanges","Learn more about returns & exchanges on Superfeet's selection of insoles, supports, and athletic foot care products. Shop Superfeet today!","","","","","","","","",""
"99320922295","60-day-guarantee","MERGE","60-Day Satisfaction Guarantee","<p>At Superfeet, we stand behind our products and quality controls. If you are not satisfied with your new Superfeet Premium Insoles purchased from Superfeet Worldwide LLC; Superfeet Canada, ULC; Superfeet Worldwide UK Limited; or one of Superfeet’s authorized sellers in the United States, Canada, or United Kingdom, return them with your receipt within 60 days to your place of purchase for a credit or refund. If you are unable to reach a satisfactory resolution with the seller from whom you purchased the product, please contact Superfeet directly. Please note that because we are unable to control the quality of our products sold by unauthorized sellers, unless otherwise prohibited by law, the Superfeet 60-Day Satisfaction Guarantee is not available for products purchased from unauthorized sellers.</p>
<p data-mce-fragment=""1"">Only valid with purchase. Not valid for misused, abused or improperly cleaned Superfeet products. This guarantee is also limited to the original, end-user purchaser. To the extent you return your product under this guarantee to a retailer, this guarantee is also subject to the retailer’s return policy. You must submit your guarantee request within 60 days of the date of purchase. This guarantee is not valid for discontinued products, or products that have been customized or modified improperly by the Retailer.</p>
<p data-mce-fragment=""1"">To make a claim under the guarantee, please contact the authorized seller from whom you purchased the product. If you are unable to return the product to that seller, please complete the Contact Superfeet at<span data-mce-fragment=""1""> </span><a tabindex=""0"" href=""https://www.superfeet.com/en-us/contact-us"" data-mce-href=""https://www.superfeet.com/en-us/contact-us"" data-mce-tabindex=""0"" data-mce-fragment=""1""><span data-mce-fragment=""1"">https://www.superfeet.com/contact-us</span></a>. Please have order information available if you purchased your product from Superfeet, or receipt or other proof of purchase if you purchased your product from a Superfeet authorized seller.</p>
<p data-mce-fragment=""1"">Superfeet reserves the right to verify information, require that you mail the product for which you are making your guarantee claim to Superfeet, require a valid proof of purchase, and to deny guarantee requests in its discretion in cases of suspected fraud or if a customer has abused the Superfeet 60-Day Satisfaction Guarantee. Please note that you are responsible for the shipping costs of any items you mailed to Superfeet.</p>
<p data-mce-fragment=""1"">If you have any questions regarding whether a seller is a Superfeet authorized seller, please contact us at <span data-mce-fragment=""1""><a tabindex=""0"" href=""https://www.superfeet.com/en-us/contact-us"" data-mce-href=""https://www.superfeet.com/en-us/contact-us"" data-mce-tabindex=""0"" data-mce-fragment=""1"">https://www.superfeet.com/contact-us</a></span><span data-mce-fragment=""1""> </span>or call:</p>
<p data-mce-fragment=""1"">US: (800) 634-6618</p>
<p data-mce-fragment=""1"">Canada: (800) 538-5471</p>","2024-09-16 13:49:38 -0400","2024-11-08 08:34:18 -0500","true","2024-09-16 13:49:38 -0400","","Superfeet 60-Day Satisfaction Guarantee","Superfeet offers a 60-day satisfaction guarantee on Superfeet Premium Insoles. Customers can return orders with a receipt within 60 days for a credit or refund.","","","","","","","","",""
"686422655343","national-parks","MERGE","National Parks","<h2 style=""text-align: center;"">The Parks</h2>
<p style=""text-align: center;"">From the surreal glaciers of the Olympics, to the endless valleys of the Shenandoah, to the craggy terrain of Yosemite, there's an immense amount to explore in our public lands. <span>Here’s your guide to catching our favorite hikes, best trail runs, and can't miss spots in six of the top National Parks.</span></p>
","2024-09-24 09:06:55 -0400","2024-10-14 11:02:18 -0400","true","2024-09-24 09:06:55 -0400","","The Superfeet Guide to Exploring Six of the Top National Parks","Check out Superfeet's guide to exploring six of the top National Parks in the United States. Shop Superfeet hiking insoles & supports today!","","","","","","","","",""
"98605433015","me3d","MERGE","ME3D","","2024-08-22 11:04:44 -0400","2024-10-14 11:02:18 -0400","true","2024-08-22 11:04:44 -0400","me3d","ME3D - Custom-Printed Insoles","Custom-printed ME3D insoles offer personalized support for all situations. Learn more about creating custom insoles & supports with Superfeet!","","","","ugc_galleries.me-3-d-gallery","","","","",""
